"reviewer_name","rating","comment","date","product_slug"
"Paulo Figueiredo","5","O John Deere All Terrain chegou perfeito. A qualidade é evidente e o solado é muito resistente.","2025-02-22","tenis-john-deere-all-terrain-goodyear-1"
"Ana Oliveira","5","Comprei para trabalho em campo e o John Deere All Terrain superou todas as expectativas.","2025-05-05","tenis-john-deere-all-terrain-goodyear-1"
"Rafael Gomes","5","O John Deere All Terrain tem uma construção sólida para quem usa em ambientes exigentes.","2026-05-18","tenis-john-deere-all-terrain-goodyear-1"
"Letícia Campos","4","Muito satisfeito com a compra. O John Deere All Terrain é exatamente o que eu precisava.","2025-02-28","tenis-john-deere-all-terrain-goodyear-1"
"Sabrina Cardoso","5","O design do John Deere All Terrain é funcional e estiloso. Um tênis feito para a realidade.","2025-09-07","tenis-john-deere-all-terrain-goodyear-1"
"Fernanda Lima","4","Produto de qualidade inquestionável. O John Deere All Terrain tem tudo que eu procurava.","2025-02-10","tenis-john-deere-all-terrain-goodyear-1"
"Renata Moreira","5","O John Deere All Terrain é versátil. Uso tanto no campo quanto na cidade sem nenhum problema.","2025-06-27","tenis-john-deere-all-terrain-goodyear-1"
"Isabela Pinto","5","Comprei e uso com frequência. O John Deere All Terrain mantém o conforto mesmo em uso intenso.","2024-10-12","tenis-john-deere-all-terrain-goodyear-1"
"Thiago Pereira","5","Muito bom o John Deere All Terrain. O solado Goodyear é um diferencial enorme na aderência.","2026-04-15","tenis-john-deere-all-terrain-goodyear-1"
"Nelson Martins","5","O John Deere All Terrain com solado Goodyear é o tênis ideal para ambientes exigentes.","2025-11-10","tenis-john-deere-all-terrain-goodyear-1"
"Henrique Melo","5","Produto top! O John Deere All Terrain tem resistência e conforto que impressionam.","2026-05-25","tenis-john-deere-all-terrain-goodyear-1"
"Camila Ribeiro","4","O solado Goodyear do John Deere All Terrain é o que faz a diferença. Aderência incomparável.","2026-01-07","tenis-john-deere-all-terrain-goodyear-1"
"Gustavo Lopes","4","Comprei no tamanho 43 e serviu perfeitamente. O John Deere All Terrain é confortável desde o início.","2024-06-04","tenis-john-deere-all-terrain-goodyear-1"
"Simone Alves","5","O design robusto do John Deere All Terrain é ideal para quem usa de verdade. Material excelente.","2025-10-19","tenis-john-deere-all-terrain-goodyear-1"
"Mariana Sousa","4","Muito satisfeito com o John Deere All Terrain. É o equilíbrio perfeito entre conforto e resistência.","2024-07-12","tenis-john-deere-all-terrain-goodyear-1"
"Cláudia Ribeiro","4","Produto bem construído. O John Deere All Terrain tem detalhes de qualidade em cada costura.","2025-12-18","tenis-john-deere-all-terrain-goodyear-1"
"Rodrigo Castro","5","O John Deere All Terrain é diferente de qualquer tênis que já usei. Resistência e conforto reais.","2024-04-30","tenis-john-deere-all-terrain-goodyear-1"
"Tatiane Machado","5","Comprei para substituir um tênis que não aguentava o trabalho. O John Deere All Terrain resolve.","2025-03-05","tenis-john-deere-all-terrain-goodyear-1"
"Alexandre Costa","5","O John Deere All Terrain é meu favorito para trabalho ao ar livre. Robusto, confortável e durável.","2026-03-15","tenis-john-deere-all-terrain-goodyear-1"
"Felipe Teixeira","5","Produto de alta qualidade. O John Deere All Terrain com solado Goodyear é imbatível.","2025-06-04","tenis-john-deere-all-terrain-goodyear-1"
"Patricia Santos","4","O John Deere All Terrain tem uma construção que aguenta qualquer terreno. Qualidade incomparável.","2025-05-28","tenis-john-deere-all-terrain-goodyear-1"
"Diego Martins","5","Muito bom o John Deere All Terrain. A estrutura robusta e o conforto fazem dele um produto especial.","2026-01-12","tenis-john-deere-all-terrain-goodyear-1"
"Bianca Ferreira","5","O John Deere All Terrain é a escolha perfeita para uso intenso. Resistência e durabilidade reais.","2025-08-03","tenis-john-deere-all-terrain-goodyear-1"
"Sandro Vieira","4","Comprei o John Deere All Terrain para trabalho no campo e ele superou em tudo. Excelente produto.","2025-02-10","tenis-john-deere-all-terrain-goodyear-1"
"Carlos Silva","5","Produto excelente. O John Deere All Terrain une robustez e conforto para uso diário intenso.","2026-04-28","tenis-john-deere-all-terrain-goodyear-1"
"Márcio Rocha","5","O Wond tem um design único e material de altíssima qualidade. Um tênis com personalidade.","2024-04-29","tenis-caterpillar-wond-preto-1"
"Aline Carvalho","5","Comprei o Wond e fiquei impressionado com o acabamento. É um produto Caterpillar de verdade.","2025-03-07","tenis-caterpillar-wond-preto-1"
"Beatriz Rocha","5","O design do Wond é diferenciado. Solado resistente, material premium e conforto real.","2026-01-14","tenis-caterpillar-wond-preto-1"
"Camila Ribeiro","4","Muito satisfeito com o Wond. O tênis tem uma presença marcante e o material é impecável.","2025-04-01","tenis-caterpillar-wond-preto-1"
"Renata Moreira","4","Produto de alta qualidade. O Wond tem acabamento excelente e o conforto é notável no dia a dia.","2025-04-26","tenis-caterpillar-wond-preto-1"
"Ana Oliveira","4","O Caterpillar Wond superou minhas expectativas. Robusto, estiloso e muito bem construído.","2025-10-02","tenis-caterpillar-wond-preto-1"
"Felipe Teixeira","5","Comprei o Wond para usar no trabalho e no lazer. Atende os dois contextos com muito estilo.","2024-06-17","tenis-caterpillar-wond-preto-1"
"Eduardo Barbosa","4","O Wond tem um visual que destoa positivamente. Material de primeira e conforto excelente.","2025-08-08","tenis-caterpillar-wond-preto-1"
"Bianca Ferreira","5","Produto excelente. O Wond une estilo e resistência com perfeição. É o tênis que eu queria.","2024-08-28","tenis-caterpillar-wond-preto-1"
"Vanessa Freitas","5","Muito bom o Wond. A qualidade Caterpillar está presente em cada detalhe desse produto.","2024-02-23","tenis-caterpillar-wond-preto-1"
"Natália Borges","4","O Wond chegou no prazo e em perfeitas condições. A qualidade é evidente desde a embalagem.","2025-04-03","tenis-caterpillar-wond-preto-1"
"Bruno Mendes","5","Comprei para presentear e a pessoa ficou muito satisfeita. O Wond é um produto especial.","2025-11-23","tenis-caterpillar-wond-preto-1"
"Priscila Ramos","5","O Caterpillar Wond tem uma construção sólida que transmite confiança e durabilidade.","2025-05-18","tenis-caterpillar-wond-preto-1"
"Leandro Correia","4","Muito satisfeito com a compra. O Wond é exatamente o que eu precisava em termos de estilo.","2025-06-12","tenis-caterpillar-wond-preto-1"
"Juliana Costa","5","O design do Wond é moderno sem abrir mão da robustez. Um tênis com personalidade própria.","2025-09-20","tenis-caterpillar-wond-preto-1"
"Isabela Pinto","5","Produto de qualidade inquestionável. O Wond tem tudo que eu procurava: estilo e resistência.","2026-04-09","tenis-caterpillar-wond-preto-1"
"Larissa Nunes","5","O Wond é versátil e combina com vários looks. Material premium e acabamento impecável.","2024-12-27","tenis-caterpillar-wond-preto-1"
"Tatiane Machado","4","Comprei o Wond e uso diariamente. O conforto é excelente e o visual recebe elogios constantes.","2025-04-15","tenis-caterpillar-wond-preto-1"
"Rafael Gomes","5","Muito bom o Wond. O solado é robusto e oferece excelente aderência no dia a dia.","2025-11-12","tenis-caterpillar-wond-preto-1"
"Simone Alves","5","O Caterpillar Wond é para quem quer um tênis com personalidade. Design único e material excelente.","2024-07-30","tenis-caterpillar-wond-preto-1"
"Davi Souza","5","Produto top! O Wond tem um acabamento que você não encontra em tênis comuns. Vale muito.","2024-12-26","tenis-caterpillar-wond-preto-1"
"Fernanda Lima","4","O Wond tem um interior acolchoado que faz diferença no uso prolongado. Produto muito bem feito.","2026-03-09","tenis-caterpillar-wond-preto-1"
"Marcos Souza","5","Comprei no tamanho 41 e serviu perfeitamente. O Wond é confortável desde o primeiro momento.","2024-07-10","tenis-caterpillar-wond-preto-1"
"Gustavo Lopes","4","O design robusto do Wond reflete bem o DNA da Caterpillar. Material e acabamento de excelência.","2024-01-26","tenis-caterpillar-wond-preto-1"
"Sandro Vieira","5","Muito satisfeito com o Wond. É o equilíbrio perfeito entre estilo e conforto real.","2024-01-07","tenis-caterpillar-wond-preto-1"
"Patrícia Gomes","4","Produto bem construído. O Wond tem detalhes de qualidade que impressionam no dia a dia.","2024-10-15","tenis-caterpillar-wond-preto-1"
"Thiago Pereira","4","O Caterpillar Wond é diferente de tudo que já usei. Visual marcante e material de primeira.","2025-03-11","tenis-caterpillar-wond-preto-1"
"Daniela Araújo","5","Comprei para substituir um tênis desgastado e o Wond superou em tudo. Excelente produto.","2024-06-17","tenis-caterpillar-wond-preto-1"
"Carla Mendes","5","O Wond é meu tênis favorito agora. Robusto, estiloso e com a qualidade que a Caterpillar entrega.","2025-06-09","tenis-caterpillar-wond-preto-1"
"Patricia Santos","4","Produto de alta qualidade com design diferenciado. O Wond é único e vale muito o investimento.","2026-03-21","tenis-caterpillar-wond-preto-1"
"Henrique Melo","5","O Wond tem uma construção sólida que não decepciona. Qualidade Caterpillar em cada detalhe.","2025-11-12","tenis-caterpillar-wond-preto-1"
"Rodrigo Castro","5","Muito bom o Wond. A palmilha é confortável e o solado é resistente para uso diário intenso.","2025-02-27","tenis-caterpillar-wond-preto-1"
"Nelson Martins","4","O Caterpillar Wond é a escolha certa para quem quer estilo e qualidade juntos. Produto incrível.","2024-02-11","tenis-caterpillar-wond-preto-1"
"Cristiane Monteiro","4","Comprei o Wond preto e ficou sensacional. Combina com tudo e o material é de alta qualidade.","2025-07-03","tenis-caterpillar-wond-preto-1"
"Letícia Campos","5","Produto excelente para uso diário. O Wond une conforto, estilo e durabilidade com perfeição.","2024-03-17","tenis-caterpillar-wond-preto-1"
"Rafael Gomes","4","O Hexuy é um tênis com design marcante e material de altíssima qualidade. Recomendo muito.","2024-06-21","tenis-caterpillar-hexuy-1"
"Evandro Pires","5","Comprei o Hexuy e fiquei impressionado com o acabamento. É um produto Caterpillar de verdade.","2026-03-19","tenis-caterpillar-hexuy-1"
"Fábio Nascimento","5","O design do Hexuy é único. Solado resistente, material premium e conforto desde o primeiro uso.","2025-12-07","tenis-caterpillar-hexuy-1"
"Fernanda Lima","5","Muito satisfeito com o Hexuy. O tênis tem uma presença marcante e o material é impecável.","2025-02-14","tenis-caterpillar-hexuy-1"
"Priscila Ramos","4","Produto de alta qualidade. O Hexuy tem acabamento excelente e o conforto é notável no dia a dia.","2024-07-05","tenis-caterpillar-hexuy-1"
"Diego Martins","5","O Caterpillar Hexuy superou minhas expectativas. Robusto, estiloso e muito bem construído.","2024-12-23","tenis-caterpillar-hexuy-1"
"Paulo Figueiredo","4","Comprei o Hexuy para usar no trabalho e no lazer. Atende os dois contextos com muito estilo.","2024-01-25","tenis-caterpillar-hexuy-1"
"Leandro Correia","5","O Hexuy tem um visual que destoa positivamente do convencional. Material de primeira qualidade.","2025-04-01","tenis-caterpillar-hexuy-1"
"Daniela Araújo","5","Produto excelente. O Hexuy une estilo e resistência com perfeição. É o tênis que eu queria.","2025-10-07","tenis-caterpillar-hexuy-1"
"Beatriz Rocha","5","Muito bom o Hexuy. A qualidade Caterpillar está presente em cada detalhe desse produto.","2024-05-20","tenis-caterpillar-hexuy-1"
"Tatiane Machado","5","O Hexuy chegou no prazo e em perfeitas condições. A qualidade é evidente desde a embalagem.","2025-01-08","tenis-caterpillar-hexuy-1"
"Camila Ribeiro","4","Comprei para presentear e a pessoa ficou muito feliz. O Hexuy é um presente e tanto.","2025-10-15","tenis-caterpillar-hexuy-1"
"Lucas Ferreira","4","O Caterpillar Hexuy tem uma construção sólida que transmite confiança e durabilidade.","2025-06-24","tenis-caterpillar-hexuy-1"
"Patrícia Gomes","4","Muito satisfeito com a compra. O Hexuy é exatamente o que eu precisava em um tênis estiloso.","2024-03-31","tenis-caterpillar-hexuy-1"
"Larissa Nunes","5","O design do Hexuy é moderno e chamativo. Um tênis com personalidade própria.","2025-11-10","tenis-caterpillar-hexuy-1"
"Felipe Teixeira","4","Produto de qualidade inquestionável. O Hexuy tem tudo que eu procurava: estilo e resistência.","2024-09-06","tenis-caterpillar-hexuy-1"
"Renata Moreira","4","O Hexuy é versátil e combina com vários looks. Material premium e acabamento impecável.","2024-11-23","tenis-caterpillar-hexuy-1"
"João Pedro Lima","5","Comprei o Hexuy e uso diariamente. O conforto é excelente e o visual recebe elogios constantes.","2024-02-28","tenis-caterpillar-hexuy-1"
"Thiago Pereira","4","Muito bom o Hexuy. O solado é robusto e oferece excelente aderência em qualquer superfície.","2024-08-08","tenis-caterpillar-hexuy-1"
"Rodrigo Castro","4","O Caterpillar Hexuy é para quem quer um tênis com personalidade. Design único e material excelente.","2025-07-04","tenis-caterpillar-hexuy-1"
"Simone Alves","4","Produto top! O Hexuy tem um acabamento que você não encontra em tênis comuns. Vale muito.","2024-12-06","tenis-caterpillar-hexuy-1"
"Bianca Ferreira","5","O Hexuy tem um interior acolchoado que faz diferença no uso prolongado. Produto muito bem feito.","2026-02-25","tenis-caterpillar-hexuy-1"
"Bruno Mendes","5","Comprei no tamanho 42 e serviu perfeitamente. O Hexuy é confortável desde o primeiro momento.","2024-11-16","tenis-caterpillar-hexuy-1"
"Nelson Martins","4","O design robusto do Hexuy reflete bem o DNA da Caterpillar. Material e acabamento de excelência.","2024-12-29","tenis-caterpillar-hexuy-1"
"Davi Souza","5","Muito satisfeito com o Hexuy. É o equilíbrio perfeito entre estilo e conforto no dia a dia.","2024-02-22","tenis-caterpillar-hexuy-1"
"Alexandre Costa","5","Produto bem construído. O Hexuy tem detalhes de qualidade que impressionam no dia a dia.","2026-02-22","tenis-caterpillar-hexuy-1"
"Carla Mendes","5","O Caterpillar Hexuy é diferente de tudo que já usei. Visual marcante e material de primeira.","2025-05-07","tenis-caterpillar-hexuy-1"
"Gustavo Lopes","5","Comprei para substituir um tênis desgastado e o Hexuy superou em tudo. Excelente produto.","2026-01-19","tenis-caterpillar-hexuy-1"
"Juliana Costa","4","O Hexuy é meu tênis favorito agora. Robusto, estiloso e com a qualidade que a Caterpillar entrega.","2024-08-13","tenis-caterpillar-hexuy-1"
"Natália Borges","5","Produto de alta qualidade com design diferenciado. O Hexuy é único e vale muito o investimento.","2025-11-24","tenis-caterpillar-hexuy-1"
"Monique Dias","5","O Hexuy tem uma construção sólida que não decepciona. Qualidade Caterpillar em cada detalhe.","2024-10-05","tenis-caterpillar-hexuy-1"
"Anderson Lima","5","Muito bom o Hexuy. A palmilha é confortável e o solado é resistente para uso diário intenso.","2024-04-22","tenis-caterpillar-hexuy-1"
"Sandro Vieira","5","O Caterpillar Hexuy é a escolha certa para quem quer estilo e qualidade juntos. Produto incrível.","2024-03-11","tenis-caterpillar-hexuy-1"
"Carlos Silva","5","Comprei o Hexuy preto e ficou sensacional. Combina com tudo e o material é de alta qualidade.","2024-07-19","tenis-caterpillar-hexuy-1"
"Henrique Melo","5","Produto excelente para uso diário. O Hexuy une conforto, estilo e durabilidade com perfeição.","2024-04-29","tenis-caterpillar-hexuy-1"
"Tatiane Machado","4","O Apashid é um tênis com design diferenciado e material de altíssima qualidade. Recomendo muito.","2025-12-04","tenis-caterpillar-apashid-1"
"Priscila Ramos","5","Comprei o Apashid e fiquei impressionado com o acabamento. É um produto Caterpillar de verdade.","2024-01-08","tenis-caterpillar-apashid-1"
"Rodrigo Castro","4","O design do Apashid é único. Solado resistente, material premium e conforto desde o primeiro uso.","2024-07-01","tenis-caterpillar-apashid-1"
"Felipe Teixeira","4","Muito satisfeito com o Apashid. O tênis tem uma presença marcante e o material é impecável.","2025-06-09","tenis-caterpillar-apashid-1"
"Davi Souza","5","Produto de alta qualidade. O Apashid tem acabamento excelente e o conforto é notável no dia a dia.","2025-09-28","tenis-caterpillar-apashid-1"
"Fernanda Lima","5","O Caterpillar Apashid superou minhas expectativas. Robusto, estiloso e muito bem construído.","2024-02-27","tenis-caterpillar-apashid-1"
"Beatriz Rocha","5","Comprei o Apashid para usar no trabalho e no lazer. Atende os dois contextos com muito estilo.","2024-11-22","tenis-caterpillar-apashid-1"
"Márcio Rocha","5","O Apashid tem um visual que destoa positivamente do convencional. Material de primeira qualidade.","2024-09-27","tenis-caterpillar-apashid-1"
"Eduardo Barbosa","5","Produto excelente. O Apashid une estilo e resistência com perfeição. É o tênis que eu queria.","2025-01-07","tenis-caterpillar-apashid-1"
"Gustavo Lopes","5","Muito bom o Apashid. A qualidade Caterpillar está presente em cada detalhe desse produto.","2025-06-18","tenis-caterpillar-apashid-1"
"Bianca Ferreira","4","O Apashid chegou no prazo e em perfeitas condições. A qualidade é evidente desde a embalagem.","2025-09-21","tenis-caterpillar-apashid-1"
"Bruno Mendes","4","Comprei para presentear e a pessoa ficou muito feliz. O Apashid é um presente e tanto.","2025-09-30","tenis-caterpillar-apashid-1"
"Marcos Souza","5","O Caterpillar Apashid tem uma construção sólida que transmite confiança e durabilidade.","2025-09-25","tenis-caterpillar-apashid-1"
"Patricia Santos","5","Muito satisfeito com a compra. O Apashid é exatamente o que eu precisava em um tênis estiloso.","2025-01-16","tenis-caterpillar-apashid-1"
"Carla Mendes","4","O design do Apashid é moderno e chamativo. Um tênis com personalidade própria.","2024-10-03","tenis-caterpillar-apashid-1"
"Vinícius Cunha","4","Produto de qualidade inquestionável. O Apashid tem tudo que eu procurava: estilo e resistência.","2025-07-09","tenis-caterpillar-apashid-1"
"Aline Carvalho","4","O Apashid é versátil e combina com vários looks. Material premium e acabamento impecável.","2025-03-30","tenis-caterpillar-apashid-1"
"Evandro Pires","4","Comprei o Apashid e uso diariamente. O conforto é excelente e o visual recebe elogios constantes.","2025-05-01","tenis-caterpillar-apashid-1"
"Paulo Figueiredo","4","Muito bom o Apashid. O solado é robusto e oferece excelente aderência em qualquer superfície.","2024-06-18","tenis-caterpillar-apashid-1"
"Thiago Pereira","5","O Caterpillar Apashid é para quem quer um tênis com personalidade. Design único e material excelente.","2025-07-02","tenis-caterpillar-apashid-1"
"Patrícia Gomes","4","Produto top! O Apashid tem um acabamento que você não encontra em tênis comuns. Vale muito.","2024-05-22","tenis-caterpillar-apashid-1"
"Sandro Vieira","5","O Apashid tem um interior acolchoado que faz diferença no uso prolongado. Produto muito bem feito.","2025-07-10","tenis-caterpillar-apashid-1"
"Mariana Sousa","4","Comprei no tamanho 41 e serviu perfeitamente. O Apashid é confortável desde o primeiro momento.","2024-10-27","tenis-caterpillar-apashid-1"
"Cristiane Monteiro","5","O design robusto do Apashid reflete bem o DNA da Caterpillar. Material e acabamento de excelência.","2025-04-24","tenis-caterpillar-apashid-1"
"Alexandre Costa","5","Muito satisfeito com o Apashid. É o equilíbrio perfeito entre estilo e conforto no dia a dia.","2024-02-05","tenis-caterpillar-apashid-1"
"Daniela Araújo","5","Produto bem construído. O Apashid tem detalhes de qualidade que impressionam no dia a dia.","2024-11-06","tenis-caterpillar-apashid-1"
"Henrique Melo","4","O Caterpillar Apashid é diferente de tudo que já usei. Visual marcante e material de primeira.","2025-01-24","tenis-caterpillar-apashid-1"
"Camila Ribeiro","4","Comprei para substituir um tênis desgastado e o Apashid superou em tudo. Excelente produto.","2026-03-31","tenis-caterpillar-apashid-1"
"Carlos Silva","4","O Apashid é meu tênis favorito agora. Robusto, estiloso e com a qualidade que a Caterpillar entrega.","2025-06-25","tenis-caterpillar-apashid-1"
"Larissa Nunes","4","Produto de alta qualidade com design diferenciado. O Apashid é único e vale muito o investimento.","2024-10-07","tenis-caterpillar-apashid-1"
"Rafael Gomes","5","O Apashid tem uma construção sólida que não decepciona. Qualidade Caterpillar em cada detalhe.","2025-02-17","tenis-caterpillar-apashid-1"
"Isabela Pinto","5","Muito bom o Apashid. A palmilha é confortável e o solado é resistente para uso diário intenso.","2025-05-17","tenis-caterpillar-apashid-1"
"Nelson Martins","4","O Caterpillar Apashid é a escolha certa para quem quer estilo e qualidade juntos. Produto incrível.","2024-11-09","tenis-caterpillar-apashid-1"
"Cláudia Ribeiro","5","Comprei o Apashid preto e ficou sensacional. Combina com tudo e o material é de alta qualidade.","2026-01-31","tenis-caterpillar-apashid-1"
"João Pedro Lima","4","Produto excelente para uso diário. O Apashid une conforto, estilo e durabilidade com perfeição.","2024-05-15","tenis-caterpillar-apashid-1"
